filepath,class,split
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_526.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_527.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_528.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_529.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_530.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_531.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_533.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_534.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_535.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_536.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_537.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_538.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_539.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_54.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_542.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_543.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_544.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_546.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_548.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_55.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_551.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_552.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_553.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_554.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_556.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_557.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_559.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_56.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_561.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_562.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_563.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_564.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_568.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_569.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_57.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_570.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_571.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_572.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_577.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_578.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_579.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_58.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_580.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_581.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_582.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_583.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_584.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_585.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_587.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_588.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_589.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_591.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_592.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_593.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_594.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_595.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_596.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_599.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_6.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_600.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_601.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_603.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_605.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_607.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_608.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_610.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_611.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_614.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_616.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_617.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_618.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_619.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_62.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_620.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_621.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_623.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_625.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_626.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_627.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_629.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_63.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_630.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_631.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_632.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_633.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_634.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_635.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_636.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_637.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_638.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_639.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_64.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_640.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_641.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_642.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_643.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_644.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_645.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_647.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_648.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_649.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_65.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_650.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_651.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_653.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_654.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_655.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_656.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_657.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_658.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_66.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_660.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_661.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_665.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_666.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_667.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_669.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_67.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_670.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_671.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_672.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_674.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_675.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_676.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_677.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_678.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_68.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_680.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_681.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_682.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_685.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_686.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_687.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_688.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_690.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_691.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_692.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_693.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_695.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_696.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_697.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_698.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_699.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_7.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_700.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_701.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_703.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_704.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_707.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_709.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_71.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_710.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_711.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_712.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_713.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_714.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_717.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_718.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_719.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_72.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_721.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_723.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_724.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_725.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_726.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_727.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_728.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_73.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_730.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_731.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_734.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_735.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_736.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_737.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_738.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_739.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_74.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_741.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_742.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_743.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_744.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_745.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_746.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_747.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_748.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_750.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_752.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_753.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_755.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_757.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_758.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_759.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_76.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_760.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_761.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_762.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_763.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_764.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_765.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_766.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_768.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_771.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_772.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_773.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_774.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_775.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_777.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_779.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_78.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_780.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_781.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_782.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_784.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_785.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_786.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_787.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_79.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_790.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_792.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_793.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_794.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_795.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_796.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_797.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_8.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_80.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_800.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_801.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_802.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_804.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_805.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_806.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_807.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_808.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_809.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_81.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_810.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_811.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_812.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_813.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_815.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_817.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_818.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_819.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_82.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_820.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_822.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_823.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_824.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_825.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_826.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_827.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_828.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_829.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_83.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_832.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_834.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_836.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_837.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_839.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_84.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_842.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_844.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_845.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_846.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_847.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_848.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_849.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_85.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_850.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_851.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_852.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_855.png,normal,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\normal\Normal_856.png,normal,train
